Date & Time,D: Sulphur Hexaflouride [ppm],Air Exchange [1/h],Dosage Given [Nl],7651 Flag,Monitor Flag,1403 Flag,Comment
2021-01-27 14:20:00,37.959,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:20:29,36.124,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:20:58,36.071,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:21:27,39.798,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:21:56,35.395,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:22:25,37.718,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:22:54,35.94,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:23:23,32.9,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:23:52,34.692,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:24:53,32.972,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:25:22,31.756,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:25:51,29.867,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:26:21,30.233,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:26:50,28.476,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:27:19,29.668,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:27:48,26.721,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:28:18,27.308,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:28:48,26.562,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:29:17,25.702,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:29:47,25.565,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:30:17,25.417,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:30:47,24.439,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:31:16,23.899,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:31:46,23.387,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:32:16,22.463,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:32:46,22.313,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:33:16,21.337,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:33:45,21.446,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:34:15,20.861,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:34:45,20.449,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:35:15,19.937,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:35:45,19.482,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:36:14,19.264,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:36:44,18.896,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:37:14,18.252,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:37:44,17.722,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:38:13,17.915,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:38:43,17.204,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:39:13,16.478,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:39:43,15.507,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:40:12,14.409,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:40:42,13.27,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:41:12,14.738,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:41:41,14.426,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:42:11,13.698,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:42:41,13.599,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:43:11,13.701,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:43:41,13.108,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:44:10,13.239,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:44:40,12.147,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:45:10,11.805,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:45:40,11.26,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:46:09,10.343,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:46:39,9.7738,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:47:09,9.0846,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:47:38,8.5488,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:48:08,8.0558,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:48:38,7.6394,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:49:08,7.091,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:49:37,6.5806,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:50:07,6.13,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:50:37,6.196,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:51:07,6.0711,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:51:36,5.8055,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:52:06,5.2909,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:52:36,5.2479,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:53:06,5.309,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:53:36,5.1511,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:54:05,4.8754,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:55:07,4.2201,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:55:37,4.1629,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:56:07,3.8721,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:56:36,3.673,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:57:06,3.4138,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:57:36,3.2296,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:58:05,3.1387,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:58:35,2.9228,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:59:05,3.2473,100000000000000000000000000000000,0,0,,,,
2021-01-27 14:59:34,3.1585,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:00:04,3.1105,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:00:34,2.9809,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:01:04,2.9217,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:01:33,2.8766,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:02:03,2.8813,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:02:33,2.7418,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:03:02,2.5133,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:03:32,2.3097,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:04:02,1.7928,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:04:31,1.6904,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:05:01,1.6896,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:05:31,1.2597,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:06:00,1.241,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:06:30,1.1462,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:07:00,1.3001,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:07:30,1.2252,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:08:00,1.0742,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:08:30,1.0459,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:09:00,1.0807,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:09:29,0.8761,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:09:59,0.8704,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:10:29,0.8576,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:10:58,0.763,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:11:28,0.8366,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:11:58,0.8279,100000000000000000000000000000000,0,0,,,,
2021-01-27 15:12:28,0.8481,100000000000000000000000000000000,0,0,,,,
