Date & Time,D: Sulphur Hexaflouride [ppm],Air Exchange [1/h],Dosage Given [Nl],7651 Flag,Monitor Flag,1403 Flag,Comment
2021-01-27 12:05:37,0.0433,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:06:07,0.0423,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:06:36,0.0387,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:07:06,0.0389,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:07:36,0.0382,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:08:06,0.0404,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:08:35,0.0357,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:09:05,0.0345,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:09:34,0.0356,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:10:04,0.0388,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:10:34,0.0446,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:11:04,0.0392,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:11:33,0.0331,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:12:03,0.0448,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:12:32,0.0428,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:13:02,0.0379,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:13:32,0.0504,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:14:01,0.0366,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:14:31,0.0383,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:15:01,0.0411,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:15:30,0.0382,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:16:00,0.0431,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:16:30,0.0414,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:16:59,0.0429,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:17:29,0.0388,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:17:58,0.0371,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:18:28,0.0288,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:18:58,0.0367,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:19:27,0.0354,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:19:57,0.0472,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:20:26,0.041,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:20:56,0.0467,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:21:26,0.0443,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:21:55,0.0398,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:22:25,0.0391,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:22:54,0.0421,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:23:24,0.0309,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:23:54,0.0389,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:24:55,0.0373,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:25:25,0.0386,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:25:55,0.0394,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:26:25,0.0381,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:26:54,0.0323,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:27:24,0.03,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:27:53,0.0403,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:28:23,0.0354,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:28:53,0.0377,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:29:23,0.037,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:29:52,0.0356,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:30:22,0.0362,100000000000000000000000000000000,0,0,,,,
2021-01-27 12:30:51,0.0402,100000000000000000000000000000000,0,0,,,,
